Dataset,#TrainingRelease,%training (data on training / total data),%Defective in training,%Defective in testing,classifier,balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
bookkeeper-files/BOOKKEEPER,3,0.31736154324828875,0.07031736154324829,0.021779713752333542,Random Forest,NONE,false,THRESH,7.0,36.0,285.0,28.0,0.16279069767441862,0.2,0.5439252336448598,0.07973180386137801
bookkeeper-files/BOOKKEEPER,4,0.5388923459863099,0.09209707529558182,0.017423771001866834,NaiveBayes,NONE,false,THRESH,8.0,8.0,325.0,20.0,0.5,0.2857142857142857,0.6308451308451308,0.32559380838003693
bookkeeper-files/BOOKKEEPER,4,0.5388923459863099,0.09209707529558182,0.017423771001866834,IBk,NONE,false,THRESH,6.0,14.0,319.0,22.0,0.3,0.21428571428571427,0.5861218361218361,0.19817374136228963
bookkeeper-files/BOOKKEEPER,4,0.5388923459863099,0.09209707529558182,0.017423771001866834,Random Forest,NONE,false,THRESH,28.0,277.0,56.0,0.0,0.09180327868852459,1.0,0.5840840840840841,0.030407338097408188
bookkeeper-files/BOOKKEEPER,5,0.7635345364032359,0.10952084629744867,0.009956440572495333,NaiveBayes,NONE,false,THRESH,9.0,20.0,343.0,7.0,0.3103448275862069,0.5625,0.7537017906336089,0.3654740497302662
bookkeeper-files/BOOKKEEPER,5,0.7635345364032359,0.10952084629744867,0.009956440572495333,IBk,NONE,false,THRESH,3.0,28.0,335.0,13.0,0.0967741935483871,0.1875,0.5551825068870524,0.07621425598953739
bookkeeper-files/BOOKKEEPER,5,0.7635345364032359,0.10952084629744867,0.009956440572495333,Random Forest,NONE,false,THRESH,14.0,303.0,60.0,2.0,0.04416403785488959,0.875,0.5201446280991735,0.004032292806493036
bookkeeper-files/BOOKKEEPER,1,0.03920348475420037,0.03360298693217175,0.026757934038581208,NaiveBayes,NONE,false,SENS,42.0,48.0,0.0,1.0,0.4666666666666667,0.9767441860465116,0.5007267441860465,-0.02200320880128345
bookkeeper-files/BOOKKEEPER,1,0.03920348475420037,0.03360298693217175,0.026757934038581208,IBk,NONE,false,SENS,29.0,25.0,23.0,14.0,0.5370370370370371,0.6744186046511628,0.5564437984496124,0.1515658618216591
bookkeeper-files/BOOKKEEPER,1,0.03920348475420037,0.03360298693217175,0.026757934038581208,Random Forest,NONE,false,SENS,43.0,48.0,0.0,0.0,0.4725274725274725,1.0,0.5704941860465116,0.0
bookkeeper-files/BOOKKEEPER,2,0.09583074051026758,0.060360920970752956,0.009956440572495333,NaiveBayes,NONE,false,SENS,10.0,37.0,303.0,6.0,0.2127659574468085,0.625,0.6784926470588235,0.2683999235327851
bookkeeper-files/BOOKKEEPER,2,0.09583074051026758,0.060360920970752956,0.009956440572495333,IBk,NONE,false,SENS,11.0,63.0,277.0,5.0,0.14864864864864866,0.6875,0.7725183823529411,0.18414667026152606
bookkeeper-files/BOOKKEEPER,2,0.09583074051026758,0.060360920970752956,0.009956440572495333,Random Forest,NONE,false,SENS,16.0,338.0,2.0,0.0,0.04519774011299435,1.0,0.7642463235294118,5.315967838394528E-4
bookkeeper-files/BOOKKEEPER,3,0.31736154324828875,0.07031736154324829,0.021779713752333542,NaiveBayes,NONE,false,SENS,3.0,2.0,319.0,32.0,0.6,0.08571428571428572,0.8825100133511349,0.12858171346292324
bookkeeper-files/BOOKKEEPER,3,0.31736154324828875,0.07031736154324829,0.021779713752333542,IBk,NONE,false,SENS,2.0,4.0,317.0,33.0,0.3333333333333333,0.05714285714285714,0.5337783711615487,0.07082392776523702
bookkeeper-files/BOOKKEEPER,3,0.31736154324828875,0.07031736154324829,0.021779713752333542,Random Forest,NONE,false,SENS,4.0,16.0,305.0,31.0,0.2,0.11428571428571428,0.3305295950155763,0.07964796479647909
bookkeeper-files/BOOKKEEPER,4,0.5388923459863099,0.09209707529558182,0.017423771001866834,NaiveBayes,NONE,false,SENS,8.0,8.0,325.0,20.0,0.5,0.2857142857142857,0.847972972972973,0.32559380838003693
